recording	collection	word	speaker_lang	context	prompt	token_times_gold	pre_phones_gold	pre_times_gold	v_phones_gold	v_times_gold	post_phones_gold	post_times_gold	token_times_mfa	pre_phones_mfa	pre_times_mfa	v_phones_mfa	v_times_mfa	post_phones_mfa	post_times_mfa
006990-0061916	samromur_21.05	færði	L1	Ég hitti unga stúlku sem [_TOKEN_] mér regnboga.	Ég hitti unga stúlku sem færði mér regnboga.	2.53-2.83	f	2.53-2.62	ai	2.62-2.65	r ð	2.65-2.6935208601804126,2.6935208601804126-2.76	2.53-2.83	f	2.53-2.62	ai	2.62-2.65	r ð	2.65-2.66,2.66-2.76
005038-0040095	samromur_21.05	færði	L1	Hún fékk svima og [_TOKEN_] sig frá handriðinu.	Hún fékk svima og færði sig frá handriðinu.	1.87-2.26	f	1.87-1.94	ai	1.94-2.04	r ð	2.04-2.0722376369201028,2.0722376369201028-2.1880398276417523	1.87-2.26	f	1.87-1.94	ai	1.94-2.04	r ð	2.04-2.05,2.05-2.22
001118-0007902	samromur_21.05	færði	L1	Hún [_TOKEN_] honum hagsæld.	Hún færði honum hagsæld.	0.76-1.1368193399884026	f	0.76-0.88	ai	0.88-0.96	r ð	0.96-0.97,0.97-1.07	0.76-1.11	f	0.76-0.88	ai	0.88-0.96	r ð	0.96-0.97,0.97-1.07
003358-0025530	samromur_21.05	færði	L1	Asklepíos brást þá skjótt við og [_TOKEN_] Glákosi sömu jurtir.	Asklepíos brást þá skjótt við og færði Glákosi sömu jurtir.	2.8-3.19	f	2.8-2.89	ai	2.89-2.96	r ð	2.96-2.9987911431486247,2.9987911431486247-3.1	2.8-3.19	f	2.8-2.89	ai	2.89-2.96	r ð	2.96-2.97,2.97-3.1
005713-0045495	samromur_21.05	færði	L1	Edda [_TOKEN_] sig nær en óbóleikarinn skellti lokinu.	Edda færði sig nær en óbóleikarinn skellti lokinu.	1.98-2.23	f	1.98-2.067662984142325	ai	2.067662984142325-2.127755696055269	r ð	2.127755696055269-2.1441044485609964,2.1441044485609964-2.2	1.98-2.23	f	1.98-2.06	ai	2.06-2.13	r ð	2.13-2.14,2.14-2.2
004789-0047112	samromur_21.05	færði	L1	Hvert skref sem við tókum [_TOKEN_] okkur nær lífsbjörginni.	Hvert skref sem við tókum færði okkur nær lífsbjörginni.	2.24-2.6857774914089347	f	2.24-2.37	ai	2.37-2.45	r ð	2.45-2.499525245531991,2.499525245531991-2.618495384756853	2.24-2.67	f	2.24-2.37	ai	2.37-2.45	r ð	2.45-2.46,2.46-2.63
006300-0062978	samromur_21.05	færði	L1	Óðinn [_TOKEN_] kónginn sinn.	Óðinn færði kónginn sinn.	1.3-1.7	f	1.3-1.41	ai	1.41-1.49	r ð	1.49-1.5293393828751431,1.5293393828751431-1.61	1.3-1.7	f	1.3-1.41	ai	1.41-1.49	r ð	1.49-1.5,1.5-1.61
005389-0043141	samromur_21.05	færði	L1	Edda [_TOKEN_] ljósið nær veggnum.	Edda færði ljósið nær veggnum.	1.47-1.919838783290378	f	1.47-1.6	ai	1.6-1.71	r ð	1.71-1.74465969090063,1.74465969090063-1.84	1.47-1.9	f	1.47-1.6	ai	1.6-1.71	r ð	1.71-1.72,1.72-1.84
004289-0032770	samromur_21.05	færði	L1	Skömmu síðar skreið inn önnur slanga og [_TOKEN_] hinni fyrri jurtir.	Skömmu síðar skreið inn önnur slanga og færði hinni fyrri jurtir.	3.41-3.79	f	3.41-3.500263772551546	ai	3.500263772551546-3.57	r ð	3.57-3.6077236809135163,3.6077236809135163-3.72	3.41-3.79	f	3.41-3.49	ai	3.49-3.57	r ð	3.57-3.58,3.58-3.72
004667-0036100	samromur_21.05	færði	L1	Skarinn á bak við hann [_TOKEN_] sig nokkur skref aftur.	Skarinn á bak við hann færði sig nokkur skref aftur.	2.19-2.52	f	2.19-2.229892276095361	ai	2.229892276095361-2.32	r ð	2.32-2.3488758456829895,2.3488758456829895-2.47	2.19-2.52	f	2.19-2.22	ai	2.22-2.32	r ð	2.32-2.33,2.33-2.47
006226-0049142	samromur_21.05	færði	L1	Óðinn [_TOKEN_] kónginn sinn til hliðar.	Óðinn færði kónginn sinn til hliðar.	1.15-1.67	f	1.15-1.32	ai	1.32-1.42	r ð	1.42-1.45365558777205,1.45365558777205-1.55	1.15-1.67	f	1.15-1.32	ai	1.32-1.42	r ð	1.42-1.43,1.43-1.55
007221-0067000	samromur_21.05	færði	L1	Síðast [_TOKEN_] hún inn í hana daginn sem hún lést.	Síðast færði hún inn í hana daginn sem hún lést.	1.57-1.94	f	1.57-1.68	ai	1.68-1.82	r ð	1.82-1.83,1.83-1.87	1.57-1.94	f	1.57-1.68	ai	1.68-1.82	r ð	1.82-1.83,1.83-1.87
001982-0033280	samromur_21.05	færði	L1	Tillagan var felld og ný skilgreining samin í staðin sem [_TOKEN_] Seres.	Tillagan var felld og ný skilgreining samin í staðin sem færði Seres.	4.09-4.41	f	4.09-4.19	ai	4.19-4.25	r ð	4.25-4.289873281786941,4.289873281786941-4.37	4.09-4.41	f	4.09-4.19	ai	4.19-4.25	r ð	4.25-4.26,4.26-4.37
007280-0068495	samromur_21.05	færði	L1	[_TOKEN_] mig inn í bæinn í huganum.	Færði mig inn í bæinn í huganum.	1.17-1.54	f	1.17-1.25	ai	1.25-1.37	r ð	1.37-1.4122206337700456,1.4122206337700456-1.4756537934922678	1.17-1.54	f	1.17-1.25	ai	1.25-1.37	r ð	1.37-1.38,1.38-1.43
001806-0013406	samromur_21.05	færði	L1	Erfðamengjaöldin [_TOKEN_] okkur erfðamengi mannsins.	Erfðamengjaöldin færði okkur erfðamengi mannsins.	2.59-3.0	f	2.59-2.71782505100945	ai	2.71782505100945-2.79	r ð	2.79-2.8,2.8-2.94	2.59-3.0	f	2.59-2.71	ai	2.71-2.79	r ð	2.79-2.8,2.8-2.94
006004-0047479	samromur_21.05	færði	L1	Ég afneitaði ástinni en það [_TOKEN_] mér enga hamingju	Ég afneitaði ástinni en það færði mér enga hamingju	2.73-3.08	f	2.73-2.85	ai	2.85-2.94	r ð	2.94-2.9628392352162085,2.9628392352162085-3.03	2.73-3.08	f	2.73-2.85	ai	2.85-2.94	r ð	2.94-2.95,2.95-3.03
006981-0061708	samromur_21.05	færði	L1	Ég [_TOKEN_] mér þetta í nyt í ellinni.	Ég færði mér þetta í nyt í ellinni.	0.6-1.04	f	0.6-0.71	ai	0.71-0.8	r ð	0.8-0.830498550257732,0.830498550257732-0.97	0.6-1.04	f	0.6-0.71	ai	0.71-0.8	r ð	0.8-0.81,0.81-0.97
007346-0070346	samromur_21.05	færði	L1	Heisenberg [_TOKEN_] hlaupið frá gagnauga sínu og beindi byssunni að mér.	Heisenberg færði hlaupið frá gagnauga sínu og beindi byssunni að mér.	1.79-2.21	f	1.79-1.9	ai	1.9-2.01	r ð	2.01-2.064210830111684,2.064210830111684-2.15	1.79-2.21	f	1.79-1.9	ai	1.9-2.01	r ð	2.01-2.02,2.02-2.15
006508-0054384	samromur_21.05	færði	L1	Arnkell kæmi varla og [_TOKEN_] mig aftur úr því hann var dauður.	Arnkell kæmi varla og færði mig aftur úr því hann var dauður.	2.09-2.38	f	2.09-2.15	ai	2.15-2.25	r ð	2.25-2.2670347177477086,2.2670347177477086-2.31	2.09-2.38	f	2.09-2.15	ai	2.15-2.25	r ð	2.25-2.26,2.26-2.31
016525-0853659	samromur_L2_22.09	brosir	L2	Þú roðnar, segir hún og [_TOKEN_] fallega brosinu sínu.	Þú roðnar, segir hún og brosir fallega brosinu sínu.	3.59-4.06	p r	3.59-3.6771233372121035,3.6771233372121035-3.7311502799667515	ɔː	3.7311502799667515-3.868790348413116	s	3.868790348413116-4.02	3.59-4.06	p r	3.59-3.71,3.71-3.72	ɔː	3.72-3.86	s	3.86-4.02
022717-1830922	samromur_L2_22.09	brosir	L2	Á henni [_TOKEN_] þú með ástarglampa í augum.	Á henni brosir þú með ástarglampa í augum.	1.37-1.7	p r	1.37-1.4252214702172847,1.4252214702172847-1.4475178392647212	ɔː	1.4475178392647212-1.5752931849596459	s	1.5752931849596459-1.66	1.37-1.7	p r	1.37-1.43,1.43-1.44	ɔː	1.44-1.57	s	1.57-1.66
016817-0900953	samromur_L2_22.09	brosir	L2	Hún [_TOKEN_] út að eyrum og tekur í hönd hans.	Hún brosir út að eyrum og tekur í hönd hans.	0.57-1.09	p r	0.57-0.65,0.65-0.66	ɔː	0.66-0.83	s	0.83-0.98	0.57-1.09	p r	0.57-0.65,0.65-0.66	ɔː	0.66-0.83	s	0.83-0.98
018338-1192309	samromur_L2_22.09	brosir	L2	Hann [_TOKEN_] feimnislega til hennar og lokar kassanum.	Hann brosir feimnislega til hennar og lokar kassanum.	0.82-1.34	p r	0.82-0.88,0.88-0.9357021866400987	ɔː	0.9357021866400987-1.0508201116113662	s	1.0508201116113662-1.18	0.82-1.34	p r	0.82-0.88,0.88-0.89	ɔː	0.89-1.04	s	1.04-1.18
026339-2295878	samromur_L2_22.09	brosir	L2	Og [_TOKEN_] til hennar á móti.	Og brosir til hennar á móti.	0.99-1.59	p r	0.99-1.0811923249010882,1.0811923249010882-1.1	ɔː	1.1-1.2591370726908604	s	1.2591370726908604-1.37	0.99-1.59	p r	0.99-1.09,1.09-1.1	ɔː	1.1-1.24	s	1.24-1.37
023541-1672029	samromur_L2_22.09	brosir	L2	Beggi [_TOKEN_] en svarar henni engu.	Beggi brosir, en svarar henni engu.	1.14-1.77	p r	1.14-1.2132980374735471,1.2132980374735471-1.2605345895074547	ɔː	1.2605345895074547-1.39	s	1.39-1.55	1.14-1.77	p r	1.14-1.23,1.23-1.24	ɔː	1.24-1.39	s	1.39-1.55
015479-0763462	samromur_L2_22.09	brosir	L2	Og Beggi [_TOKEN_] en svarar henni engu.	Og Beggi brosir, en svarar henni engu.	1.21-1.67	p r	1.21-1.25,1.25-1.309814301889436	ɔː	1.309814301889436-1.4476898420355753	s	1.4476898420355753-1.57	1.21-1.67	p r	1.21-1.25,1.25-1.26	ɔː	1.26-1.44	s	1.44-1.57
026339-2618717	samromur_L2_22.09	brosir	L2	Hún rennir hurð fyrir skápinn og [_TOKEN_]	Hún rennir hurð fyrir skápinn og brosir.	2.69-3.29	p r	2.69-2.79,2.79-2.814391993773289	ɔː	2.814391993773289-2.9156247068365606	s	2.9156247068365606-3.05	2.69-3.29	p r	2.69-2.79,2.79-2.8	ɔː	2.8-2.9	s	2.9-3.05
016654-0873946	samromur_L2_22.09	brosir	L2	Bárður svarar engu, [_TOKEN_] bara napurt.	Bárður svarar engu, brosir bara napurt.	3.89-4.9	p r	3.89-3.9925809156464047,3.9925809156464047-4.119542946138363	ɔː	4.119542946138363-4.31	s	4.31-4.69	3.89-4.9	p r	3.89-4.01,4.01-4.02	ɔː	4.02-4.31	s	4.31-4.69
012928-0363330	samromur_L2_22.09	brosir	L2	Bara fyrir þig, Andrea, segir hann og [_TOKEN_]	Bara fyrir þig, Andrea, segir hann og brosir.	3.63-4.31	p r	3.63-3.713820440451084,3.713820440451084-3.7880318368366037	ɔː	3.7880318368366037-3.91	s	3.91-4.05	3.63-4.31	p r	3.63-3.76,3.76-3.77	ɔː	3.77-3.91	s	3.91-4.05
025930-2268242	samromur_L2_22.09	brosir	L2	Hann lítur til Ásu og [_TOKEN_] daufu brosi.	Hann lítur til Ásu og brosir daufu brosi.	1.75-2.2	p r	1.75-1.8312173178525528,1.8312173178525528-1.8687055360358262	ɔː	1.8687055360358262-1.98	s	1.98-2.06	1.75-2.2	p r	1.75-1.85,1.85-1.86	ɔː	1.86-1.98	s	1.98-2.06
025025-2339400	samromur_L2_22.09	brosir	L2	Hann kinkar kolli í gættinni og [_TOKEN_] út í annað.	Hann kinkar kolli í gættinni og brosir út í annað.	3.42-3.89	p r	3.42-3.52,3.52-3.539150063370214	ɔː	3.539150063370214-3.6421470785979735	s	3.6421470785979735-3.78	3.42-3.89	p r	3.42-3.52,3.52-3.53	ɔː	3.53-3.63	s	3.63-3.78
024318-1826103	samromur_L2_22.09	brosir	L2	Ég skal gefa þér eina, segir hann og [_TOKEN_] ógleymanlegur.	Ég skal gefa þér eina, segir hann og brosir ógleymanlegur.	3.53-4.04	p r	3.53-3.63,3.63-3.6503551380826167	ɔː	3.6503551380826167-3.76	s	3.76-3.86	3.53-4.04	p r	3.53-3.63,3.63-3.64	ɔː	3.64-3.76	s	3.76-3.86
021639-1518338	samromur_L2_22.09	brosir	L2	Magnús Hlynur: Og, oddvitinn [_TOKEN_] breytt?	Magnús Hlynur: Og, oddvitinn brosir breytt?	3.96-4.31	p r	3.96-4.07,4.07-4.08	ɔː	4.08-4.14	s	4.14-4.24	3.96-4.31	p r	3.96-4.07,4.07-4.08	ɔː	4.08-4.14	s	4.14-4.24
016744-0889282	samromur_L2_22.09	brosir	L2	Og Beggi [_TOKEN_] en svarar henni engu.	Og Beggi brosir, en svarar henni engu.	0.79-1.19	p r	0.79-0.8798112231557611,0.8798112231557611-0.9	ɔː	0.9-0.9748142480156606	s	0.9748142480156606-1.14	0.79-1.19	p r	0.79-0.89,0.89-0.9	ɔː	0.9-0.97	s	0.97-1.14
026339-3050796	samromur_L2_22.09	brosir	L2	Og Júlía [_TOKEN_] yfir borðið til Til Viðars.	Og Júlía brosir yfir borðið til Til Viðars.	1.04-1.53	p r	1.04-1.12,1.12-1.1403007184744418	ɔː	1.1403007184744418-1.2859767833616012	s	1.2859767833616012-1.4	1.04-1.53	p r	1.04-1.12,1.12-1.13	ɔː	1.13-1.28	s	1.28-1.4
016170-0795066	samromur_L2_22.09	brosir	L2	Og Beggi [_TOKEN_] en svarar henni engu.	Og Beggi brosir, en svarar henni engu.	1.14-1.83	p r	1.14-1.2018267452231937,1.2018267452231937-1.2679564637127207	ɔː	1.2679564637127207-1.4	s	1.4-1.54	1.14-1.83	p r	1.14-1.24,1.24-1.25	ɔː	1.25-1.4	s	1.4-1.54
026339-2110418	samromur_L2_22.09	brosir	L2	Hann [_TOKEN_] feimnislega til hennar og lokar kassanum.	Hann brosir feimnislega til hennar og lokar kassanum.	1.0-1.53	p r	1.0-1.08,1.08-1.113976272476363	ɔː	1.113976272476363-1.2345254218353139	s	1.2345254218353139-1.37	1.0-1.53	p r	1.0-1.08,1.08-1.09	ɔː	1.09-1.22	s	1.22-1.37
023871-1732026	samromur_L2_22.09	brosir	L2	Hann [_TOKEN_] með tannkrem í munnvikunum.	Hann brosir með tannkrem í munnvikunum.	1.18-1.77	p r	1.18-1.2732378035745129,1.2732378035745129-1.2971112660562658	ɔː	1.2971112660562658-1.4574919627285547	s	1.4574919627285547-1.62	1.18-1.77	p r	1.18-1.28,1.28-1.29	ɔː	1.29-1.45	s	1.45-1.62
025930-2268271	samromur_L2_22.09	brosir	L2	[_TOKEN_] afsakandi þegar ljósmóðir kemur í flasið á þeim.	Brosir afsakandi þegar ljósmóðir kemur í flasið á þeim.	0.46-0.83400849582433	p r	0.46-0.51,0.51-0.5409222420179037	ɔː	0.5409222420179037-0.6812734058125304	s	0.6812734058125304-0.78	0.46-0.85	p r	0.46-0.51,0.51-0.52	ɔː	0.52-0.67	s	0.67-0.78
028710-2636255	samromur_L2_22.09	herra	L2	Þinn [_TOKEN_] er fullur yfirlætis og þótta.	Þinn herra er fullur yfirlætis og þótta.	1.01-1.41	h	1.01-1.11	ɛ	1.11-1.25	r	1.25-1.3101197811871228	1.01-1.41	h	1.01-1.11	ɛ	1.11-1.25	r	1.25-1.29
026426-2630225	samromur_L2_22.09	herra	L2	Þinn [_TOKEN_] er fullur yfirlætis og þótta.	Þinn herra er fullur yfirlætis og þótta.	0.35-0.78	h	0.35-0.48	ɛ	0.48-0.58	r	0.58-0.66	0.35-0.78	h	0.35-0.48	ɛ	0.48-0.58	r	0.58-0.66
026339-2927663	samromur_L2_22.09	herra	L2	Marteinn kinkaði kolli: Svo er sagt [_TOKEN_]	Marteinn kinkaði kolli: Svo er sagt herra.	3.3691106828470825-3.71	h	3.3692721835808843-3.39	ɛ	3.39-3.49	r	3.49-3.5516783570870105	3.35-3.71	h	3.35-3.39	ɛ	3.39-3.49	r	3.49-3.53
028569-2548719	samromur_L2_22.09	herra	L2	Engu að síður var eymdarlegt hljóðið í [_TOKEN_]	Engu að síður var eymdarlegt hljóðið í herra	4.720055903916153-5.162687	h	4.720055903916153-4.79	ɛ	4.79-4.850603100941744	r	4.850603100941744-5.006734924520089	4.68-5.162687	h	4.68-4.79	ɛ	4.79-4.84	r	4.84-4.88
022717-1822575	samromur_L2_22.09	herra	L2	Líf er eftir þetta líf, [_TOKEN_] sagði Jón Bjarnason.	Líf er eftir þetta líf, herra, sagði Jón Bjarnason.	2.43-3.05	h	2.43-2.7	ɛ	2.7-2.77	r	2.77-2.83	2.43-3.05	h	2.43-2.7	ɛ	2.7-2.77	r	2.77-2.83
026128-2701517	samromur_L2_22.09	herra	L2	Þér hafið einn mildan og góðan [_TOKEN_] og kóng.	Þér hafið einn mildan og góðan herra og kóng.	3.63-4.16	h	3.63-3.78	ɛ	3.78-3.85	r	3.85-4.050708911280181	3.63-4.16	h	3.63-3.78	ɛ	3.78-3.85	r	3.85-4.03
026388-2270219	samromur_L2_22.09	herra	L2	Þjóðin hlýtur að lofa sinn [_TOKEN_] sinn frelsara!	Þjóðin hlýtur að lofa sinn herra, sinn frelsara!	1.56-1.94	h	1.56-1.63	ɛ	1.63-1.7	r	1.7-1.82	1.56-1.94	h	1.56-1.63	ɛ	1.63-1.7	r	1.7-1.82
015057-1117414	samromur_L2_22.09	herra	L2	[_TOKEN_] sæll í himnaríki, var hann að missa vitið?	Herra sæll í himnaríki, var hann að missa vitið?	1.126334339887707-1.78	h	1.126334339887707-1.31	ɛ	1.31-1.55	r	1.55-1.6	1.27-1.78	h	1.27-1.31	ɛ	1.31-1.55	r	1.55-1.6
025034-1906387	samromur_L2_22.09	herra	L2	Loks sagði [_TOKEN_] Jón Arason: Mín elskuleg.	Loks sagði herra Jón Arason: Mín elskuleg.	1.32-1.6091030715543262	h	1.32-1.39	ɛ	1.39-1.48	r	1.48-1.5422357425804831	1.32-1.62	h	1.32-1.39	ɛ	1.39-1.48	r	1.48-1.51
026414-2619294	samromur_L2_22.09	herra	L2	[_TOKEN_] Jón leit á síra Björn.	Herra Jón leit á síra Björn.	1.58-2.04	h	1.58-1.73	ɛ	1.73-1.8401129495724349	r	1.8401129495724349-1.96	1.58-2.04	h	1.58-1.73	ɛ	1.73-1.89	r	1.89-1.96
025930-3045165	samromur_L2_22.09	herra	L2	Nuddaðu, púff, andinn, óskin, undireins [_TOKEN_] og hananú!	Nuddaðu, púff, andinn, óskin, undireins herra, og hananú!	4.703387955625172-5.12	h	4.70368759812041-4.745321396020349	ɛ	4.745321396020349-4.83	r	4.83-4.896500565635303	4.66-5.12	h	4.66-4.71	ɛ	4.71-4.83	r	4.83-4.86
030180-3181711	samromur_L2_22.09	herra	L2	Svo þegar mennirnir birtust fundu þeir ekki [_TOKEN_] Anders	Svo þegar mennirnir birtust fundu þeir ekki herra Anders	3.4-3.73	h	3.4-3.52	ɛ	3.52-3.59	r	3.59-3.667136229879276	3.49-3.73	h	3.49-3.52	ɛ	3.52-3.59	r	3.59-3.66
012159-0319629	samromur_L2_22.09	herra	L2	Fyrir hönd Alþingis þakka ég forseta Íslands, [_TOKEN_] Ásgeiri Ásgeirssyni, af alhug þessi kveðjuorð.	Fyrir hönd Alþingis þakka ég forseta Íslands, herra Ásgeiri Ásgeirssyni, af alhug þessi kveðjuorð.	4.15-4.54	h	4.15-4.3	ɛ	4.3-4.33	r	4.33-4.4256553178445674	4.15-4.54	h	4.15-4.3	ɛ	4.3-4.33	r	4.33-4.42
027773-2894983	samromur_L2_22.09	herra	L2	[_TOKEN_] Jón gekk inn í stofuna.	Herra Jón gekk inn í stofuna.	0.03-0.34	h	0.03-0.1	ɛ	0.1-0.17	r	0.17-0.29	0.03-0.34	h	0.03-0.1	ɛ	0.1-0.17	r	0.17-0.29
026097-2904443	samromur_L2_22.09	herra	L2	[_TOKEN_] Jón gekk inn í stofuna.	Herra Jón gekk inn í stofuna.	1.16-1.65	h	1.16-1.26	ɛ	1.26-1.3784727882922534	r	1.3784727882922534-1.54	1.16-1.65	h	1.16-1.26	ɛ	1.26-1.41	r	1.41-1.54
026388-2466137	samromur_L2_22.09	herra	L2	Ég þjónaði einum [_TOKEN_] og hafði ekkert að gefa öðrum.	Ég þjónaði einum herra og hafði ekkert að gefa öðrum.	1.315864142424122-1.7900207513053648	h	1.315864142424122-1.44	ɛ	1.44-1.48	r	1.48-1.61	1.29-1.64	h	1.29-1.44	ɛ	1.44-1.48	r	1.48-1.61
026339-2134963	samromur_L2_22.09	herra	L2	Þér hafið einn mildan og góðan [_TOKEN_] og kóng.	Þér hafið einn mildan og góðan herra og kóng.	3.1-3.43	h	3.1-3.19	ɛ	3.19-3.26	r	3.26-3.34	3.1-3.43	h	3.1-3.19	ɛ	3.19-3.26	r	3.26-3.34
023185-1621115	samromur_L2_22.09	herra	L2	[_TOKEN_] Ólafur Ragnar Grímsson: Nota ég?	Herra Ólafur Ragnar Grímsson: Nota ég?	0.59-0.94	h	0.59-0.69	ɛ	0.69-0.79	r	0.79-0.86069140625	0.59-0.94	h	0.59-0.69	ɛ	0.69-0.79	r	0.79-0.84
025930-3189936	samromur_L2_22.09	herra	L2	Svo þegar mennirnir birtust fundu þeir ekki [_TOKEN_] Anders	Svo þegar mennirnir birtust fundu þeir ekki herra Anders	3.04480838625503-3.28	h	3.04480838625503-3.09	ɛ	3.09-3.16	r	3.16-3.2	2.99-3.28	h	2.99-3.09	ɛ	3.09-3.16	r	3.16-3.2
018110-1134168	samromur_L2_22.09	herra	L2	Gengur fram á sviðið [_TOKEN_] Ónefndur sem á dágott málverkasafn.	Gengur fram á sviðið herra Ónefndur sem á dágott málverkasafn.	2.29-2.79	h	2.29-2.45	ɛ	2.45-2.54	r	2.54-2.623017872862173	2.29-2.79	h	2.29-2.45	ɛ	2.45-2.54	r	2.54-2.6
011314-0294869	samromur_unverified_22.07	tvisvar	L1	Honum tekst að fá hana til að brosa [_TOKEN_]	Honum tekst að fá hana til að brosa tvisvar.	3.82-4.47	tʰ v	3.82-3.9110792609547076,3.9110792609547076-3.93	ɪː	3.93-4.05	s v	4.05-4.1836236093159105,4.1836236093159105-4.24832838266785	3.82-4.47	tʰ v	3.82-3.92,3.92-3.93	ɪː	3.93-4.05	s v	4.05-4.2,4.2-4.21
005148-0051776	samromur_21.05	tvisvar	L1	Helena hló hátt [_TOKEN_] eða þrisvar.	Helena hló hátt tvisvar eða þrisvar.	2.85-3.29	tʰ v	2.85-2.9104264957954262,2.9104264957954262-2.95	ɪː	2.95-3.04	s v	3.04-3.1315437492757168,3.1315437492757168-3.16	2.85-3.29	tʰ v	2.85-2.94,2.94-2.95	ɪː	2.95-3.04	s v	3.04-3.15,3.15-3.16
002614-0019493	samromur_21.05	tvisvar	L1	Sjávarföll eru í rauninni yfirleitt [_TOKEN_] á hverjum „tunglhring“.	Sjávarföll eru í rauninni yfirleitt tvisvar á hverjum „tunglhring“.	2.1-2.56	tʰ v	2.1-2.1787235864584322,2.1787235864584322-2.22	ɪː	2.22-2.35	s v	2.35-2.4618193273078695,2.4618193273078695-2.49	2.1-2.56	tʰ v	2.1-2.21,2.21-2.22	ɪː	2.22-2.35	s v	2.35-2.48,2.48-2.49
009331-0164510	samromur_21.05	tvisvar	L1	Spýti [_TOKEN_] á gólfið.	Spýti tvisvar á gólfið.	1.44-2.12	tʰ v	1.44-1.5237421036259124,1.5237421036259124-1.56	ɪː	1.56-1.7	s v	1.7-1.8183829634686972,1.8183829634686972-1.851000032823987	1.44-2.12	tʰ v	1.44-1.55,1.55-1.56	ɪː	1.56-1.7	s v	1.7-1.83,1.83-1.84
004343-0033170	samromur_21.05	tvisvar	L1	Reikna þú með tuttugu og átta [_TOKEN_]	Reikna þú með tuttugu og átta tvisvar.	2.38-3.11	tʰ v	2.38-2.4519333380822785,2.4519333380822785-2.52	ɪː	2.52-2.64	s v	2.64-2.778923674274356,2.778923674274356-2.83	2.38-3.11	tʰ v	2.38-2.51,2.51-2.52	ɪː	2.52-2.64	s v	2.64-2.82,2.82-2.83
003040-0022913	samromur_21.05	tvisvar	L1	Albert Guðmundsson skoraði [_TOKEN_] fyrir Hafnfirðinga og skaut þeim upp í efstu deild.	Albert Guðmundsson skoraði tvisvar fyrir Hafnfirðinga og skaut þeim upp í efstu deild.	2.36-2.81	tʰ v	2.36-2.4665399343737735,2.4665399343737735-2.5	ɪː	2.5-2.61	s v	2.61-2.7046178563440413,2.7046178563440413-2.7531180219537337	2.36-2.81	tʰ v	2.36-2.49,2.49-2.5	ɪː	2.5-2.61	s v	2.61-2.73,2.73-2.74
001041-0007408	samromur_21.05	tvisvar	L1	Gjarnan eru tún slegin [_TOKEN_] eða oftar.	Gjarnan eru tún slegin tvisvar, eða oftar.	2.29-3.05	tʰ v	2.29-2.3703013057153357,2.3703013057153357-2.4329787028074388	ɪː	2.4329787028074388-2.54	s v	2.54-2.71,2.71-2.7378957697419946	2.29-3.05	tʰ v	2.29-2.4,2.4-2.41	ɪː	2.41-2.54	s v	2.54-2.71,2.71-2.72
000929-0006737	samromur_21.05	tvisvar	L1	Arngrímur ferðaðist [_TOKEN_] til meginlandsins eftir að hann kom heim frá námi.	Arngrímur ferðaðist tvisvar til meginlandsins eftir að hann kom heim frá námi.	2.18-2.68	tʰ v	2.18-2.2540983036171713,2.2540983036171713-2.31	ɪː	2.31-2.41	s v	2.41-2.5366367614620087,2.5366367614620087-2.573437989164488	2.18-2.68	tʰ v	2.18-2.3,2.3-2.31	ɪː	2.31-2.41	s v	2.41-2.55,2.55-2.56
010867-0288103	samromur_unverified_22.07	tvisvar	L1	Ég fer bara til þeirra [_TOKEN_] á ári.	Ég fer bara til þeirra tvisvar á ári.	4.91-5.47	tʰ v	4.91-4.992690469669194,4.992690469669194-5.04	ɪː	5.04-5.2	s v	5.2-5.320971892873273,5.320971892873273-5.35	4.91-5.47	tʰ v	4.91-5.03,5.03-5.04	ɪː	5.04-5.2	s v	5.2-5.34,5.34-5.35
002554-0019144	samromur_21.05	tvisvar	L1	Fleming giftist [_TOKEN_] um ævina.	Fleming giftist tvisvar um ævina.	1.85-2.29	tʰ v	1.85-1.92,1.92-1.9361975080086118	ɪː	1.9361975080086118-2.06	s v	2.06-2.1505310967997753,2.1505310967997753-2.18	1.85-2.29	tʰ v	1.85-1.92,1.92-1.93	ɪː	1.93-2.06	s v	2.06-2.17,2.17-2.18
018062-1121527	samromur_unverified_22.07	tvisvar	L1	[_TOKEN_] verður gamall maður barn, sagði Ari og glotti þegar hann sá munn föður síns.	Tvisvar verður gamall maður barn, sagði Ari og glotti þegar hann sá munn föður síns.	0.37-0.87	tʰ v	0.37-0.4704779716342037,0.4704779716342037-0.5	ɪː	0.5-0.61	s v	0.61-0.7107311130893544,0.7107311130893544-0.7469957382146603	0.37-0.87	tʰ v	0.37-0.49,0.49-0.5	ɪː	0.5-0.61	s v	0.61-0.73,0.73-0.74
005115-0040940	samromur_21.05	tvisvar	L1	Tignina vann hann [_TOKEN_]	Tignina vann hann tvisvar.	2.08-2.83	tʰ v	2.08-2.163456320983724,2.163456320983724-2.21	ɪː	2.21-2.339123987135757	s v	2.339123987135757-2.457885226224455,2.457885226224455-2.53	2.08-2.83	tʰ v	2.08-2.2,2.2-2.21	ɪː	2.21-2.33	s v	2.33-2.52,2.52-2.53
